,State,County,ChronicConditions,Beneficiaries,Prevalence
38370,NH,Cheshire,Asthma,14126.0,4.4032
38371,NH,Cheshire,Atrial Fibrillation,14126.0,8.6082
38372,NH,Cheshire,Autism Spectrum Disorders,14126.0,0.2407
38373,NH,Cheshire,COPD,14126.0,10.3356
38374,NH,Cheshire,Cancer,14126.0,7.1358
38375,NH,Cheshire,Chronic Kidney Disease,14126.0,16.1121
38376,NH,Cheshire,Depression,14126.0,20.7065
38377,NH,Cheshire,Diabetes,14126.0,19.7296
38378,NH,Cheshire,Drug/Substance Abuse,14126.0,3.4475
38379,NH,Cheshire,HIV/AIDS,14126.0,0.1203
38380,NH,Cheshire,Heart Failure,14126.0,10.4417
38381,NH,Cheshire,Hepatitis (Chronic Viral B & C),14126.0,0.6017
38382,NH,Cheshire,Hyperlipidemia,14126.0,30.9429
38383,NH,Cheshire,Hypertension,14126.0,43.6288
38384,NH,Cheshire,Ischemic Heart Disease,14126.0,20.5791
38385,NH,Cheshire,Osteoporosis,14126.0,6.0456
38386,NH,Cheshire,Schizophrenia and Other Psychotic Disorders,14126.0,2.2087
38387,NH,Cheshire,Stroke,14126.0,2.9662
38388,NH,Coos,Alcohol Abuse,8852.0,2.6548
38389,NH,Coos,Alzheimer's Disease/Dementia,8852.0,8.4388
38390,NH,Coos,Arthritis,8852.0,26.751
38391,NH,Coos,Asthma,8852.0,5.3999
38392,NH,Coos,Atrial Fibrillation,8852.0,7.6706
38393,NH,Coos,Autism Spectrum Disorders,8852.0,0.2485
38394,NH,Coos,COPD,8852.0,11.873
38395,NH,Coos,Cancer,8852.0,6.9024
38396,NH,Coos,Chronic Kidney Disease,8852.0,18.6512
38397,NH,Coos,Depression,8852.0,19.5323
38398,NH,Coos,Diabetes,8852.0,25.3389
38399,NH,Coos,Drug/Substance Abuse,8852.0,3.9313
38401,NH,Coos,Heart Failure,8852.0,10.0881
38402,NH,Coos,Hepatitis (Chronic Viral B & C),8852.0,0.4632
38403,NH,Coos,Hyperlipidemia,8852.0,41.5612
38404,NH,Coos,Hypertension,8852.0,51.3782
38405,NH,Coos,Ischemic Heart Disease,8852.0,21.5883
38406,NH,Coos,Osteoporosis,8852.0,5.0045
38407,NH,Coos,Schizophrenia and Other Psychotic Disorders,8852.0,2.7677
38408,NH,Coos,Stroke,8852.0,3.615
38409,NH,Grafton,Alcohol Abuse,16752.0,2.3221
38410,NH,Grafton,Alzheimer's Disease/Dementia,16752.0,8.4527
38411,NH,Grafton,Arthritis,16752.0,27.74
38412,NH,Grafton,Asthma,16752.0,4.3099
38413,NH,Grafton,Atrial Fibrillation,16752.0,8.8049
38414,NH,Grafton,Autism Spectrum Disorders,16752.0,0.1492
38415,NH,Grafton,COPD,16752.0,9.0437
38416,NH,Grafton,Cancer,16752.0,7.4021
38417,NH,Grafton,Chronic Kidney Disease,16752.0,17.1621
38418,NH,Grafton,Depression,16752.0,17.9561
38419,NH,Grafton,Diabetes,16752.0,19.538
38420,NH,Grafton,Drug/Substance Abuse,16752.0,2.9191
38421,NH,Grafton,HIV/AIDS,16752.0,0.1254
38422,NH,Grafton,Heart Failure,16752.0,9.76
38423,NH,Grafton,Hepatitis (Chronic Viral B & C),16752.0,0.4895
38424,NH,Grafton,Hyperlipidemia,16752.0,31.4112
38425,NH,Grafton,Hypertension,16752.0,44.0425
38426,NH,Grafton,Ischemic Heart Disease,16752.0,19.3708
38427,NH,Grafton,Osteoporosis,16752.0,5.1636
38428,NH,Grafton,Schizophrenia and Other Psychotic Disorders,16752.0,1.8505
38429,NH,Grafton,Stroke,16752.0,3.0205
38430,NH,Hillsborough,Alcohol Abuse,56221.0,3.5023
38431,NH,Hillsborough,Alzheimer's Disease/Dementia,56221.0,10.0016
38432,NH,Hillsborough,Arthritis,56221.0,30.8194
38433,NH,Hillsborough,Asthma,56221.0,5.5709
38434,NH,Hillsborough,Atrial Fibrillation,56221.0,9.363
38435,NH,Hillsborough,Autism Spectrum Disorders,56221.0,0.3593
38436,NH,Hillsborough,COPD,56221.0,10.3822
38437,NH,Hillsborough,Cancer,56221.0,8.2407
38438,NH,Hillsborough,Chronic Kidney Disease,56221.0,21.4688
38439,NH,Hillsborough,Depression,56221.0,20.608
38440,NH,Hillsborough,Diabetes,56221.0,22.577
38441,NH,Hillsborough,Drug/Substance Abuse,56221.0,4.1123
38442,NH,Hillsborough,HIV/AIDS,56221.0,0.2188
38443,NH,Hillsborough,Heart Failure,56221.0,11.6469
38444,NH,Hillsborough,Hepatitis (Chronic Viral B & C),56221.0,0.6599
38445,NH,Hillsborough,Hyperlipidemia,56221.0,47.404
38446,NH,Hillsborough,Hypertension,56221.0,51.6017
38447,NH,Hillsborough,Ischemic Heart Disease,56221.0,21.7428
38448,NH,Hillsborough,Osteoporosis,56221.0,6.2841
38449,NH,Hillsborough,Schizophrenia and Other Psychotic Disorders,56221.0,3.2194
38450,NH,Hillsborough,Stroke,56221.0,3.1928
38451,NH,Merrimack,Alcohol Abuse,26306.0,2.7978
38452,NH,Merrimack,Alzheimer's Disease/Dementia,26306.0,9.9749
38453,NH,Merrimack,Arthritis,26306.0,29.6662
38454,NH,Merrimack,Asthma,26306.0,4.7518
38455,NH,Merrimack,Atrial Fibrillation,26306.0,9.1424
38456,NH,Merrimack,Autism Spectrum Disorders,26306.0,0.3307
38457,NH,Merrimack,COPD,26306.0,9.3135
38458,NH,Merrimack,Cancer,26306.0,7.5686
38459,NH,Merrimack,Chronic Kidney Disease,26306.0,18.4825
38460,NH,Merrimack,Depression,26306.0,20.368
38461,NH,Merrimack,Diabetes,26306.0,21.2081
38462,NH,Merrimack,Drug/Substance Abuse,26306.0,3.2996
38463,NH,Merrimack,HIV/AIDS,26306.0,0.0684
38464,NH,Merrimack,Heart Failure,26306.0,9.7962
38465,NH,Merrimack,Hepatitis (Chronic Viral B & C),26306.0,0.593
38466,NH,Merrimack,Hyperlipidemia,26306.0,40.295
38467,NH,Merrimack,Hypertension,26306.0,46.9817
38468,NH,Merrimack,Ischemic Heart Disease,26306.0,20.98
38469,NH,Merrimack,Osteoporosis,26306.0,5.9796
38470,NH,Merrimack,Schizophrenia and Other Psychotic Disorders,26306.0,3.7026
38471,NH,Merrimack,Stroke,26306.0,3.197
38472,NH,Rockingham,Alcohol Abuse,48251.0,2.5284
38473,NH,Rockingham,Alzheimer's Disease/Dementia,48251.0,9.0071
38474,NH,Rockingham,Arthritis,48251.0,30.7952
38475,NH,Rockingham,Asthma,48251.0,5.0527
38476,NH,Rockingham,Atrial Fibrillation,48251.0,9.5418
38477,NH,Rockingham,Autism Spectrum Disorders,48251.0,0.2114
38478,NH,Rockingham,COPD,48251.0,10.6982
38479,NH,Rockingham,Cancer,48251.0,8.7895
38480,NH,Rockingham,Chronic Kidney Disease,48251.0,19.9188
38481,NH,Rockingham,Depression,48251.0,18.7602
38482,NH,Rockingham,Diabetes,48251.0,21.1788
38483,NH,Rockingham,Drug/Substance Abuse,48251.0,3.2932
38484,NH,Rockingham,HIV/AIDS,48251.0,0.0912
38485,NH,Rockingham,Heart Failure,48251.0,11.5189
38486,NH,Rockingham,Hepatitis (Chronic Viral B & C),48251.0,0.4642
38487,NH,Rockingham,Hyperlipidemia,48251.0,48.6829
38488,NH,Rockingham,Hypertension,48251.0,54.0611
38489,NH,Rockingham,Ischemic Heart Disease,48251.0,22.4037
38490,NH,Rockingham,Osteoporosis,48251.0,6.0413
38491,NH,Rockingham,Schizophrenia and Other Psychotic Disorders,48251.0,2.2072
38492,NH,Rockingham,Stroke,48251.0,3.2082
38493,NH,Strafford,Alcohol Abuse,19288.0,2.4419
38494,NH,Strafford,Alzheimer's Disease/Dementia,19288.0,9.1352
38495,NH,Strafford,Arthritis,19288.0,29.7128
38496,NH,Strafford,Asthma,19288.0,4.6143
38497,NH,Strafford,Atrial Fibrillation,19288.0,8.3835
38498,NH,Strafford,Autism Spectrum Disorders,19288.0,0.2074
38499,NH,Strafford,COPD,19288.0,12.0334
38500,NH,Strafford,Cancer,19288.0,7.8443
38501,NH,Strafford,Chronic Kidney Disease,19288.0,19.2762
38502,NH,Strafford,Depression,19288.0,21.4589
38503,NH,Strafford,Diabetes,19288.0,24.1757
38504,NH,Strafford,Drug/Substance Abuse,19288.0,5.1224
38505,NH,Strafford,HIV/AIDS,19288.0,0.1659
38506,NH,Strafford,Heart Failure,19288.0,11.4372
38507,NH,Strafford,Hepatitis (Chronic Viral B & C),19288.0,0.5444
38508,NH,Strafford,Hyperlipidemia,19288.0,45.6294
38509,NH,Strafford,Hypertension,19288.0,52.3642
38510,NH,Strafford,Ischemic Heart Disease,19288.0,23.5535
38511,NH,Strafford,Osteoporosis,19288.0,4.2669
38512,NH,Strafford,Schizophrenia and Other Psychotic Disorders,19288.0,2.219
38513,NH,Strafford,Stroke,19288.0,2.4471
38514,NH,Sullivan,Alcohol Abuse,9034.0,2.2471
38515,NH,Sullivan,Alzheimer's Disease/Dementia,9034.0,7.5603
38516,NH,Sullivan,Arthritis,9034.0,26.8873
38517,NH,Sullivan,Asthma,9034.0,4.2949
38518,NH,Sullivan,Atrial Fibrillation,9034.0,7.2836
38519,NH,Sullivan,Autism Spectrum Disorders,9034.0,0.1771
38520,NH,Sullivan,COPD,9034.0,10.2612
38521,NH,Sullivan,Cancer,9034.0,6.1103
38522,NH,Sullivan,Chronic Kidney Disease,9034.0,15.8512
38523,NH,Sullivan,Depression,9034.0,19.0503
38524,NH,Sullivan,Diabetes,9034.0,20.1572
38525,NH,Sullivan,Drug/Substance Abuse,9034.0,3.3208
38527,NH,Sullivan,Heart Failure,9034.0,9.8406
38528,NH,Sullivan,Hepatitis (Chronic Viral B & C),9034.0,0.6752
38529,NH,Sullivan,Hyperlipidemia,9034.0,29.4775
38530,NH,Sullivan,Hypertension,9034.0,43.4359
38531,NH,Sullivan,Ischemic Heart Disease,9034.0,19.5705
38532,NH,Sullivan,Osteoporosis,9034.0,4.7266
38533,NH,Sullivan,Schizophrenia and Other Psychotic Disorders,9034.0,1.915
38534,NH,Sullivan,Stroke,9034.0,2.5017
38577,NJ,Atlantic,Alcohol Abuse,40209.0,2.7531
38578,NJ,Atlantic,Alzheimer's Disease/Dementia,40209.0,10.4827
38579,NJ,Atlantic,Arthritis,40209.0,33.6044
38580,NJ,Atlantic,Asthma,40209.0,5.648
38581,NJ,Atlantic,Atrial Fibrillation,40209.0,9.7043
38582,NJ,Atlantic,Autism Spectrum Disorders,40209.0,0.3283
38583,NJ,Atlantic,COPD,40209.0,13.104
38584,NJ,Atlantic,Cancer,40209.0,9.4108
38585,NJ,Atlantic,Chronic Kidney Disease,40209.0,26.6632
38586,NJ,Atlantic,Depression,40209.0,16.5087
38587,NJ,Atlantic,Diabetes,40209.0,33.7536
38588,NJ,Atlantic,Drug/Substance Abuse,40209.0,4.9964
38589,NJ,Atlantic,HIV/AIDS,40209.0,0.47
38590,NJ,Atlantic,Heart Failure,40209.0,15.0663
38591,NJ,Atlantic,Hepatitis (Chronic Viral B & C),40209.0,1.3082
38592,NJ,Atlantic,Hyperlipidemia,40209.0,60.4392
38593,NJ,Atlantic,Hypertension,40209.0,64.4706
38594,NJ,Atlantic,Ischemic Heart Disease,40209.0,32.6096
38595,NJ,Atlantic,Osteoporosis,40209.0,5.7251
38596,NJ,Atlantic,Schizophrenia and Other Psychotic Disorders,40209.0,2.7929
38597,NJ,Atlantic,Stroke,40209.0,5.0611
38598,NJ,Bergen,Alcohol Abuse,115192.0,1.3551
38599,NJ,Bergen,Alzheimer's Disease/Dementia,115192.0,12.6059
38600,NJ,Bergen,Arthritis,115192.0,36.3975
38601,NJ,Bergen,Asthma,115192.0,5.4466
38602,NJ,Bergen,Atrial Fibrillation,115192.0,10.1925
38603,NJ,Bergen,Autism Spectrum Disorders,115192.0,0.211
38604,NJ,Bergen,COPD,115192.0,8.9772
38605,NJ,Bergen,Cancer,115192.0,10.5198
38606,NJ,Bergen,Chronic Kidney Disease,115192.0,21.4815
38607,NJ,Bergen,Depression,115192.0,16.0601
38608,NJ,Bergen,Diabetes,115192.0,29.976
38609,NJ,Bergen,Drug/Substance Abuse,115192.0,1.6199
38610,NJ,Bergen,HIV/AIDS,115192.0,0.1858
38611,NJ,Bergen,Heart Failure,115192.0,15.3995
38612,NJ,Bergen,Hepatitis (Chronic Viral B & C),115192.0,0.6389
38613,NJ,Bergen,Hyperlipidemia,115192.0,56.6176
38614,NJ,Bergen,Hypertension,115192.0,61.4704
38615,NJ,Bergen,Ischemic Heart Disease,115192.0,32.3434
38616,NJ,Bergen,Osteoporosis,115192.0,9.3513
38617,NJ,Bergen,Schizophrenia and Other Psychotic Disorders,115192.0,2.5297
38618,NJ,Bergen,Stroke,115192.0,4.588
38619,NJ,Burlington,Alcohol Abuse,57917.0,1.7974
38620,NJ,Burlington,Alzheimer's Disease/Dementia,57917.0,11.1746
38621,NJ,Burlington,Arthritis,57917.0,34.881
38622,NJ,Burlington,Asthma,57917.0,6.1398
38623,NJ,Burlington,Atrial Fibrillation,57917.0,10.2353
38624,NJ,Burlington,Autism Spectrum Disorders,57917.0,0.5042
38625,NJ,Burlington,COPD,57917.0,10.263
38626,NJ,Burlington,Cancer,57917.0,9.8572
38627,NJ,Burlington,Chronic Kidney Disease,57917.0,25.0928
38628,NJ,Burlington,Depression,57917.0,16.42
38629,NJ,Burlington,Diabetes,57917.0,28.4683
38630,NJ,Burlington,Drug/Substance Abuse,57917.0,3.139
38631,NJ,Burlington,HIV/AIDS,57917.0,0.2193
38632,NJ,Burlington,Heart Failure,57917.0,12.5835
38633,NJ,Burlington,Hepatitis (Chronic Viral B & C),57917.0,0.8219
38634,NJ,Burlington,Hyperlipidemia,57917.0,55.9767
38635,NJ,Burlington,Hypertension,57917.0,62.5861
38636,NJ,Burlington,Ischemic Heart Disease,57917.0,27.4289
38637,NJ,Burlington,Osteoporosis,57917.0,6.3695
38638,NJ,Burlington,Schizophrenia and Other Psychotic Disorders,57917.0,2.5381
38639,NJ,Burlington,Stroke,57917.0,4.6877
38640,NJ,Camden,Alcohol Abuse,62491.0,2.3699
38641,NJ,Camden,Alzheimer's Disease/Dementia,62491.0,11.8369
38642,NJ,Camden,Arthritis,62491.0,36.4805
38643,NJ,Camden,Asthma,62491.0,7.113
38644,NJ,Camden,Atrial Fibrillation,62491.0,9.3886
38645,NJ,Camden,Autism Spectrum Disorders,62491.0,0.4273
38646,NJ,Camden,COPD,62491.0,10.4031
38647,NJ,Camden,Cancer,62491.0,9.2253
38648,NJ,Camden,Chronic Kidney Disease,62491.0,26.7078
38649,NJ,Camden,Depression,62491.0,18.1722
38650,NJ,Camden,Diabetes,62491.0,30.4924
38651,NJ,Camden,Drug/Substance Abuse,62491.0,4.495
38652,NJ,Camden,HIV/AIDS,62491.0,0.4353
38653,NJ,Camden,Heart Failure,62491.0,13.6788
38654,NJ,Camden,Hepatitis (Chronic Viral B & C),62491.0,1.2066
38655,NJ,Camden,Hyperlipidemia,62491.0,54.2958
38656,NJ,Camden,Hypertension,62491.0,61.3352
38657,NJ,Camden,Ischemic Heart Disease,62491.0,29.0058
38658,NJ,Camden,Osteoporosis,62491.0,6.2505
38659,NJ,Camden,Schizophrenia and Other Psychotic Disorders,62491.0,3.2453
38660,NJ,Camden,Stroke,62491.0,4.9719
38661,NJ,Cape May,Alcohol Abuse,21953.0,3.0702
38662,NJ,Cape May,Alzheimer's Disease/Dementia,21953.0,11.0691
38663,NJ,Cape May,Arthritis,21953.0,32.8884
38664,NJ,Cape May,Asthma,21953.0,5.2567
38665,NJ,Cape May,Atrial Fibrillation,21953.0,10.3858
38666,NJ,Cape May,Autism Spectrum Disorders,21953.0,0.5876
38667,NJ,Cape May,COPD,21953.0,13.825
38668,NJ,Cape May,Cancer,21953.0,10.896
38669,NJ,Cape May,Chronic Kidney Disease,21953.0,22.9809
38670,NJ,Cape May,Depression,21953.0,15.2325
38671,NJ,Cape May,Diabetes,21953.0,27.0715
38672,NJ,Cape May,Drug/Substance Abuse,21953.0,4.4595
38673,NJ,Cape May,HIV/AIDS,21953.0,0.1913
38674,NJ,Cape May,Heart Failure,21953.0,15.4421
38675,NJ,Cape May,Hepatitis (Chronic Viral B & C),21953.0,1.0614
38676,NJ,Cape May,Hyperlipidemia,21953.0,57.8053
38677,NJ,Cape May,Hypertension,21953.0,59.6684
38678,NJ,Cape May,Ischemic Heart Disease,21953.0,32.4967
38679,NJ,Cape May,Osteoporosis,21953.0,5.6621
38680,NJ,Cape May,Schizophrenia and Other Psychotic Disorders,21953.0,1.9223
38681,NJ,Cape May,Stroke,21953.0,4.9059
38682,NJ,Cumberland,Alcohol Abuse,19257.0,2.7107
38683,NJ,Cumberland,Alzheimer's Disease/Dementia,19257.0,12.2812
38684,NJ,Cumberland,Arthritis,19257.0,34.886
38685,NJ,Cumberland,Asthma,19257.0,5.5253
38686,NJ,Cumberland,Atrial Fibrillation,19257.0,9.7159
38687,NJ,Cumberland,Autism Spectrum Disorders,19257.0,0.6335
38688,NJ,Cumberland,COPD,19257.0,13.756
38689,NJ,Cumberland,Cancer,19257.0,8.3139
38690,NJ,Cumberland,Chronic Kidney Disease,19257.0,28.8518
38691,NJ,Cumberland,Depression,19257.0,16.1448
38692,NJ,Cumberland,Diabetes,19257.0,35.8831
38693,NJ,Cumberland,Drug/Substance Abuse,19257.0,6.4236
38694,NJ,Cumberland,HIV/AIDS,19257.0,0.431
38695,NJ,Cumberland,Heart Failure,19257.0,15.9734
38696,NJ,Cumberland,Hepatitis (Chronic Viral B & C),19257.0,1.1996
38697,NJ,Cumberland,Hyperlipidemia,19257.0,53.0612
38698,NJ,Cumberland,Hypertension,19257.0,62.585
38699,NJ,Cumberland,Ischemic Heart Disease,19257.0,29.6256
38700,NJ,Cumberland,Osteoporosis,19257.0,5.8213
38701,NJ,Cumberland,Schizophrenia and Other Psychotic Disorders,19257.0,3.3962
38702,NJ,Cumberland,Stroke,19257.0,5.7486
38703,NJ,Essex,Alcohol Abuse,64146.0,1.7289
38704,NJ,Essex,Alzheimer's Disease/Dementia,64146.0,12.9252
38705,NJ,Essex,Arthritis,64146.0,33.4612
38706,NJ,Essex,Asthma,64146.0,6.6832
38707,NJ,Essex,Atrial Fibrillation,64146.0,8.2375
38708,NJ,Essex,Autism Spectrum Disorders,64146.0,0.318
38709,NJ,Essex,COPD,64146.0,9.6499
38710,NJ,Essex,Cancer,64146.0,9.9071
38711,NJ,Essex,Chronic Kidney Disease,64146.0,26.6361
38712,NJ,Essex,Depression,64146.0,15.3743
38713,NJ,Essex,Diabetes,64146.0,33.8852
38714,NJ,Essex,Drug/Substance Abuse,64146.0,2.948
38715,NJ,Essex,HIV/AIDS,64146.0,1.1349
38716,NJ,Essex,Heart Failure,64146.0,16.9691
38717,NJ,Essex,Hepatitis (Chronic Viral B & C),64146.0,1.2768
38718,NJ,Essex,Hyperlipidemia,64146.0,52.7157
38719,NJ,Essex,Hypertension,64146.0,62.3998
38720,NJ,Essex,Ischemic Heart Disease,64146.0,31.5359
38721,NJ,Essex,Osteoporosis,64146.0,7.5749
38722,NJ,Essex,Schizophrenia and Other Psychotic Disorders,64146.0,3.7602
38723,NJ,Essex,Stroke,64146.0,5.2739
38724,NJ,Gloucester,Alcohol Abuse,37278.0,1.9234
38725,NJ,Gloucester,Alzheimer's Disease/Dementia,37278.0,10.3949
38726,NJ,Gloucester,Arthritis,37278.0,37.3572
38727,NJ,Gloucester,Asthma,37278.0,6.5749
38728,NJ,Gloucester,Atrial Fibrillation,37278.0,9.8074
38729,NJ,Gloucester,Autism Spectrum Disorders,37278.0,0.2575
38730,NJ,Gloucester,COPD,37278.0,11.5376
38731,NJ,Gloucester,Cancer,37278.0,9.3138
38732,NJ,Gloucester,Chronic Kidney Disease,37278.0,25.2723
38733,NJ,Gloucester,Depression,37278.0,17.2327
38734,NJ,Gloucester,Diabetes,37278.0,29.7253
38735,NJ,Gloucester,Drug/Substance Abuse,37278.0,3.9889
38736,NJ,Gloucester,HIV/AIDS,37278.0,0.2092
38737,NJ,Gloucester,Heart Failure,37278.0,13.6193
38738,NJ,Gloucester,Hepatitis (Chronic Viral B & C),37278.0,0.9496
38739,NJ,Gloucester,Hyperlipidemia,37278.0,55.7326
38740,NJ,Gloucester,Hypertension,37278.0,61.1406
38741,NJ,Gloucester,Ischemic Heart Disease,37278.0,29.8702
38742,NJ,Gloucester,Osteoporosis,37278.0,5.3973
38743,NJ,Gloucester,Schizophrenia and Other Psychotic Disorders,37278.0,2.1407
38744,NJ,Gloucester,Stroke,37278.0,5.188
38745,NJ,Hudson,Alcohol Abuse,42364.0,1.8105
38746,NJ,Hudson,Alzheimer's Disease/Dementia,42364.0,15.4542
38747,NJ,Hudson,Arthritis,42364.0,35.077
38748,NJ,Hudson,Asthma,42364.0,7.2821
38749,NJ,Hudson,Atrial Fibrillation,42364.0,7.1547
38750,NJ,Hudson,Autism Spectrum Disorders,42364.0,0.2077
38751,NJ,Hudson,COPD,42364.0,12.7325
38752,NJ,Hudson,Cancer,42364.0,7.9077
38753,NJ,Hudson,Chronic Kidney Disease,42364.0,26.9687
38754,NJ,Hudson,Depression,42364.0,15.9074
38755,NJ,Hudson,Diabetes,42364.0,41.0278
38756,NJ,Hudson,Drug/Substance Abuse,42364.0,2.5021
38757,NJ,Hudson,HIV/AIDS,42364.0,1.041
38758,NJ,Hudson,Heart Failure,42364.0,17.1561
38759,NJ,Hudson,Hepatitis (Chronic Viral B & C),42364.0,1.1684
38760,NJ,Hudson,Hyperlipidemia,42364.0,53.8075
38761,NJ,Hudson,Hypertension,42364.0,63.1291
38762,NJ,Hudson,Ischemic Heart Disease,42364.0,33.1791
38763,NJ,Hudson,Osteoporosis,42364.0,7.5748
38764,NJ,Hudson,Schizophrenia and Other Psychotic Disorders,42364.0,3.6847
38765,NJ,Hudson,Stroke,42364.0,5.1766
38766,NJ,Hunterdon,Alcohol Abuse,17690.0,2.0407
38767,NJ,Hunterdon,Alzheimer's Disease/Dementia,17690.0,9.9209
38768,NJ,Hunterdon,Arthritis,17690.0,28.7111
38769,NJ,Hunterdon,Asthma,17690.0,4.528
38770,NJ,Hunterdon,Atrial Fibrillation,17690.0,10.294
38771,NJ,Hunterdon,Autism Spectrum Disorders,17690.0,1.1362
38772,NJ,Hunterdon,COPD,17690.0,9.6269
38773,NJ,Hunterdon,Cancer,17690.0,9.5138
38774,NJ,Hunterdon,Chronic Kidney Disease,17690.0,22.6569
38775,NJ,Hunterdon,Depression,17690.0,15.4494
38776,NJ,Hunterdon,Diabetes,17690.0,22.1198
38777,NJ,Hunterdon,Drug/Substance Abuse,17690.0,1.9898
38778,NJ,Hunterdon,HIV/AIDS,17690.0,0.1809
38779,NJ,Hunterdon,Heart Failure,17690.0,11.792
38780,NJ,Hunterdon,Hepatitis (Chronic Viral B & C),17690.0,0.5144
38781,NJ,Hunterdon,Hyperlipidemia,17690.0,49.3725
38782,NJ,Hunterdon,Hypertension,17690.0,52.6456
38783,NJ,Hunterdon,Ischemic Heart Disease,17690.0,26.7665
38784,NJ,Hunterdon,Osteoporosis,17690.0,6.0486
38785,NJ,Hunterdon,Schizophrenia and Other Psychotic Disorders,17690.0,2.4194
38786,NJ,Hunterdon,Stroke,17690.0,3.844
38787,NJ,Mercer,Alcohol Abuse,38177.0,2.4386
38788,NJ,Mercer,Alzheimer's Disease/Dementia,38177.0,14.6502
38789,NJ,Mercer,Arthritis,38177.0,35.8252
38790,NJ,Mercer,Asthma,38177.0,6.0874
38791,NJ,Mercer,Atrial Fibrillation,38177.0,9.4533
38792,NJ,Mercer,Autism Spectrum Disorders,38177.0,0.7675
38793,NJ,Mercer,COPD,38177.0,10.7814
38794,NJ,Mercer,Cancer,38177.0,9.4376
38795,NJ,Mercer,Chronic Kidney Disease,38177.0,25.2822
38796,NJ,Mercer,Depression,38177.0,18.2675
38797,NJ,Mercer,Diabetes,38177.0,30.686
38798,NJ,Mercer,Drug/Substance Abuse,38177.0,3.7588
38799,NJ,Mercer,HIV/AIDS,38177.0,0.5553
38800,NJ,Mercer,Heart Failure,38177.0,15.5198
38801,NJ,Mercer,Hepatitis (Chronic Viral B & C),38177.0,1.1028
38802,NJ,Mercer,Hyperlipidemia,38177.0,56.3219
38803,NJ,Mercer,Hypertension,38177.0,62.7708
38804,NJ,Mercer,Ischemic Heart Disease,38177.0,31.5923
38805,NJ,Mercer,Osteoporosis,38177.0,6.5904
38806,NJ,Mercer,Schizophrenia and Other Psychotic Disorders,38177.0,4.8301
38807,NJ,Mercer,Stroke,38177.0,5.4457
38808,NJ,Middlesex,Alcohol Abuse,85937.0,1.5302
38809,NJ,Middlesex,Alzheimer's Disease/Dementia,85937.0,10.8335
38810,NJ,Middlesex,Arthritis,85937.0,33.6549
38811,NJ,Middlesex,Asthma,85937.0,5.5645
38812,NJ,Middlesex,Atrial Fibrillation,85937.0,9.4883
38813,NJ,Middlesex,Autism Spectrum Disorders,85937.0,0.2897
38814,NJ,Middlesex,COPD,85937.0,10.4518
38815,NJ,Middlesex,Cancer,85937.0,9.5279
38816,NJ,Middlesex,Chronic Kidney Disease,85937.0,26.6311
38817,NJ,Middlesex,Depression,85937.0,15.0994
38818,NJ,Middlesex,Diabetes,85937.0,35.9473
38819,NJ,Middlesex,Drug/Substance Abuse,85937.0,2.3191
38820,NJ,Middlesex,HIV/AIDS,85937.0,0.3049
38821,NJ,Middlesex,Heart Failure,85937.0,16.7006
38822,NJ,Middlesex,Hepatitis (Chronic Viral B & C),85937.0,0.7284
38823,NJ,Middlesex,Hyperlipidemia,85937.0,59.5203
38824,NJ,Middlesex,Hypertension,85937.0,64.9522
38825,NJ,Middlesex,Ischemic Heart Disease,85937.0,34.1809
38826,NJ,Middlesex,Osteoporosis,85937.0,6.542
38827,NJ,Middlesex,Schizophrenia and Other Psychotic Disorders,85937.0,2.6135
38828,NJ,Middlesex,Stroke,85937.0,4.9013
38829,NJ,Monmouth,Alcohol Abuse,89121.0,2.3373
38830,NJ,Monmouth,Alzheimer's Disease/Dementia,89121.0,11.5551
38831,NJ,Monmouth,Arthritis,89121.0,36.9161
38832,NJ,Monmouth,Asthma,89121.0,5.2143
38833,NJ,Monmouth,Atrial Fibrillation,89121.0,10.2905
38834,NJ,Monmouth,Autism Spectrum Disorders,89121.0,0.2973
38835,NJ,Monmouth,COPD,89121.0,11.3138
38836,NJ,Monmouth,Cancer,89121.0,10.6339
38837,NJ,Monmouth,Chronic Kidney Disease,89121.0,24.6575
38838,NJ,Monmouth,Depression,89121.0,16.3665
38839,NJ,Monmouth,Diabetes,89121.0,29.4532
38840,NJ,Monmouth,Drug/Substance Abuse,89121.0,2.7738
38841,NJ,Monmouth,HIV/AIDS,89121.0,0.3445
38842,NJ,Monmouth,Heart Failure,89121.0,14.6071
38843,NJ,Monmouth,Hepatitis (Chronic Viral B & C),89121.0,0.7417
38844,NJ,Monmouth,Hyperlipidemia,89121.0,56.393
38845,NJ,Monmouth,Hypertension,89121.0,61.7554
38846,NJ,Monmouth,Ischemic Heart Disease,89121.0,32.0037
38847,NJ,Monmouth,Osteoporosis,89121.0,6.1905
38848,NJ,Monmouth,Schizophrenia and Other Psychotic Disorders,89121.0,2.7367
38849,NJ,Monmouth,Stroke,89121.0,5.1918
38850,NJ,Morris,Alcohol Abuse,63966.0,2.1543
38851,NJ,Morris,Alzheimer's Disease/Dementia,63966.0,12.9428
38852,NJ,Morris,Arthritis,63966.0,33.5084
38853,NJ,Morris,Asthma,63966.0,4.2398
38854,NJ,Morris,Atrial Fibrillation,63966.0,10.4915
38855,NJ,Morris,Autism Spectrum Disorders,63966.0,0.3033
38856,NJ,Morris,COPD,63966.0,8.4138
38857,NJ,Morris,Cancer,63966.0,10.232
