,State,County,ChronicConditionAmount,Beneficiaries,Prevalence,PerCapitaMedicareSpending
10225,TN,Hickman,2 to 3,768,27.81,5876.0581
10226,TN,Hickman,4 to 5,654,23.68,10398.4412
10227,TN,Hickman,6+,504,18.25,30584.4374
10228,TN,Houston,0 to 1,415,30.9,1647.024
10229,TN,Houston,2 to 3,354,26.36,6414.8195
10230,TN,Houston,4 to 5,303,22.56,10841.9813
10231,TN,Houston,6+,271,20.18,31882.5418
10232,TN,Humphreys,0 to 1,853,27.58,1619.4684
10233,TN,Humphreys,2 to 3,844,27.29,6612.7792
10234,TN,Humphreys,4 to 5,752,24.31,11261.4854
10235,TN,Humphreys,6+,644,20.82,29750.9827
10236,TN,Jackson,0 to 1,580,27.41,1317.2578
10237,TN,Jackson,2 to 3,573,27.08,4812.0227
10238,TN,Jackson,4 to 5,488,23.06,8515.5594
10239,TN,Jackson,6+,475,22.45,27887.0533
10240,TN,Jefferson,0 to 1,1743,26.7,1633.3756
10241,TN,Jefferson,2 to 3,1893,28.99,5676.4346
10242,TN,Jefferson,4 to 5,1599,24.49,8836.3295
10243,TN,Jefferson,6+,1294,19.82,26970.8213
10244,TN,Johnson,0 to 1,908,37.63,1652.8219
10245,TN,Johnson,2 to 3,656,27.19,5987.4858
10246,TN,Johnson,4 to 5,467,19.35,12520.1
10247,TN,Johnson,6+,382,15.83,30609.6081
10248,TN,Knox,0 to 1,12778,29.59,2327.1928
10249,TN,Knox,2 to 3,13145,30.44,5795.2611
10250,TN,Knox,4 to 5,9968,23.08,10741.5278
10251,TN,Knox,6+,7293,16.89,28387.363
10252,TN,Lake,0 to 1,202,20.34,1644.1779
10253,TN,Lake,2 to 3,261,26.28,5718.5047
10254,TN,Lake,4 to 5,242,24.37,10931.4628
10255,TN,Lake,6+,288,29.0,33877.9559
10256,TN,Lauderdale,0 to 1,847,24.29,2117.8711
10257,TN,Lauderdale,2 to 3,942,27.01,5687.865
10258,TN,Lauderdale,4 to 5,877,25.15,10968.8675
10259,TN,Lauderdale,6+,821,23.54,29337.3846
10260,TN,Lawrence,0 to 1,1780,24.19,2356.4896
10261,TN,Lawrence,2 to 3,2069,28.12,5950.9265
10262,TN,Lawrence,4 to 5,1893,25.73,9761.7474
10263,TN,Lawrence,6+,1615,21.95,26914.5698
10264,TN,Lewis,0 to 1,592,32.71,2522.941
10265,TN,Lewis,2 to 3,556,30.72,6081.8809
10266,TN,Lewis,4 to 5,376,20.77,11460.7006
10267,TN,Lewis,6+,286,15.8,29183.2998
10268,TN,Lincoln,0 to 1,1289,26.48,2735.0687
10269,TN,Lincoln,2 to 3,1506,30.94,5610.4881
10270,TN,Lincoln,4 to 5,1192,24.49,10705.4411
10271,TN,Lincoln,6+,881,18.1,30330.2627
10272,TN,Loudon,0 to 1,2422,28.02,2490.6465
10273,TN,Loudon,2 to 3,2856,33.04,5831.0976
10274,TN,Loudon,4 to 5,2103,24.33,10537.3432
10275,TN,Loudon,6+,1262,14.6,27803.7113
10276,TN,Macon,0 to 1,742,24.43,1848.1823
10277,TN,Macon,2 to 3,787,25.91,4887.9517
10278,TN,Macon,4 to 5,745,24.53,9895.3777
10279,TN,Macon,6+,763,25.12,28680.7677
10280,TN,Madison,0 to 1,3528,26.05,1844.0968
10281,TN,Madison,2 to 3,4044,29.86,5046.6932
10282,TN,Madison,4 to 5,3244,23.95,9978.9018
10283,TN,Madison,6+,2727,20.14,30151.4449
10284,TN,Marion,0 to 1,986,25.63,2087.6617
10285,TN,Marion,2 to 3,1078,28.02,5058.1392
10286,TN,Marion,4 to 5,949,24.67,9969.1674
10287,TN,Marion,6+,834,21.68,29291.8441
10288,TN,Marshall,0 to 1,1050,28.44,2241.5433
10289,TN,Marshall,2 to 3,1147,31.07,6770.3704
10290,TN,Marshall,4 to 5,833,22.56,10981.2468
10291,TN,Marshall,6+,662,17.93,31949.1881
10292,TN,Maury,0 to 1,3305,29.55,2143.4962
10293,TN,Maury,2 to 3,3453,30.87,6001.7345
10294,TN,Maury,4 to 5,2600,23.24,10805.8603
10295,TN,Maury,6+,1828,16.34,29112.2513
10296,TN,McMinn,0 to 1,2318,29.52,2332.9068
10297,TN,McMinn,2 to 3,2308,29.39,5891.6549
10298,TN,McMinn,4 to 5,1801,22.94,10867.2309
10299,TN,McMinn,6+,1425,18.15,27021.4954
10300,TN,McNairy,0 to 1,1510,29.33,1777.2131
10301,TN,McNairy,2 to 3,1425,27.68,5464.1154
10302,TN,McNairy,4 to 5,1151,22.35,9904.2029
10303,TN,McNairy,6+,1063,20.64,29002.7936
10304,TN,Meigs,0 to 1,513,28.66,1886.3726
10305,TN,Meigs,2 to 3,546,30.5,5233.9109
10306,TN,Meigs,4 to 5,397,22.18,9676.2252
10307,TN,Meigs,6+,334,18.66,27721.1054
10308,TN,Monroe,0 to 1,1825,29.21,2258.7953
10309,TN,Monroe,2 to 3,1851,29.63,5701.1774
10310,TN,Monroe,4 to 5,1483,23.74,10053.5046
10311,TN,Monroe,6+,1088,17.42,27979.4877
10312,TN,Montgomery,0 to 1,5292,30.52,1817.1307
10313,TN,Montgomery,2 to 3,4811,27.74,5515.2376
10314,TN,Montgomery,4 to 5,3969,22.89,9926.6943
10315,TN,Montgomery,6+,3270,18.86,28102.7578
10316,TN,Moore,0 to 1,230,23.78,2063.3162
10317,TN,Moore,2 to 3,304,31.44,4679.2976
10318,TN,Moore,4 to 5,242,25.03,8765.5214
10319,TN,Moore,6+,191,19.75,24565.0684
10320,TN,Morgan,0 to 1,657,29.61,2534.414
10321,TN,Morgan,2 to 3,643,28.98,4713.3189
10322,TN,Morgan,4 to 5,492,22.17,9610.9416
10323,TN,Morgan,6+,427,19.24,27553.9378
10324,TN,Obion,0 to 1,1246,24.6,1742.3776
10325,TN,Obion,2 to 3,1521,30.03,5323.9764
10326,TN,Obion,4 to 5,1244,24.56,9636.4005
10327,TN,Obion,6+,1054,20.81,32266.846
10328,TN,Overton,0 to 1,1123,27.65,2020.7148
10329,TN,Overton,2 to 3,1175,28.93,5597.5172
10330,TN,Overton,4 to 5,938,23.09,9499.6832
10331,TN,Overton,6+,826,20.33,28519.9094
10332,TN,Perry,0 to 1,392,30.77,1518.8879
10333,TN,Perry,2 to 3,324,25.43,4820.8729
10334,TN,Perry,4 to 5,260,20.41,9323.3756
10335,TN,Perry,6+,298,23.39,27625.5515
10336,TN,Pickett,0 to 1,369,30.62,1459.3156
10337,TN,Pickett,2 to 3,345,28.63,4564.7368
10338,TN,Pickett,4 to 5,250,20.75,11311.0794
10339,TN,Pickett,6+,241,20.0,31505.5548
10340,TN,Polk,0 to 1,737,26.56,1712.6772
10341,TN,Polk,2 to 3,769,27.71,5454.6669
10342,TN,Polk,4 to 5,683,24.61,9488.2448
10343,TN,Polk,6+,586,21.12,24823.9087
10344,TN,Putnam,0 to 1,3200,28.08,1787.6071
10345,TN,Putnam,2 to 3,3202,28.09,4835.5304
10346,TN,Putnam,4 to 5,2640,23.16,9349.1204
10347,TN,Putnam,6+,2356,20.67,28591.4562
10348,TN,Rhea,0 to 1,1207,25.63,2149.6803
10349,TN,Rhea,2 to 3,1412,29.99,5753.5625
10350,TN,Rhea,4 to 5,1153,24.49,9727.5467
10351,TN,Rhea,6+,937,19.9,26368.2365
10352,TN,Roane,0 to 1,2231,29.0,2238.4307
10353,TN,Roane,2 to 3,2282,29.66,5969.9205
10354,TN,Roane,4 to 5,1780,23.13,10561.7864
10355,TN,Roane,6+,1401,18.21,27486.0758
10356,TN,Robertson,0 to 1,1834,28.56,2188.9525
10357,TN,Robertson,2 to 3,1766,27.5,5492.8628
10358,TN,Robertson,4 to 5,1549,24.12,10187.7433
10359,TN,Robertson,6+,1273,19.82,29439.0064
10360,TN,Rutherford,0 to 1,5817,27.23,2019.8628
10361,TN,Rutherford,2 to 3,6118,28.64,5103.4687
10362,TN,Rutherford,4 to 5,5178,24.24,9487.7204
10363,TN,Rutherford,6+,4248,19.89,26942.0467
10364,TN,Scott,0 to 1,583,22.4,1950.3003
10365,TN,Scott,2 to 3,753,28.93,5203.0098
10366,TN,Scott,4 to 5,657,25.24,9427.2059
10367,TN,Scott,6+,610,23.43,25549.0532
10368,TN,Sequatchie,0 to 1,703,27.36,2257.3618
10369,TN,Sequatchie,2 to 3,719,27.99,6640.2047
10370,TN,Sequatchie,4 to 5,644,25.07,9872.0759
10371,TN,Sequatchie,6+,503,19.58,27106.255
10372,TN,Sevier,0 to 1,3324,29.37,1917.4083
10373,TN,Sevier,2 to 3,3388,29.93,5187.9122
10374,TN,Sevier,4 to 5,2711,23.95,9204.9959
10375,TN,Sevier,6+,1895,16.74,24820.9698
10376,TN,Shelby,0 to 1,26452,30.22,1942.0961
10377,TN,Shelby,2 to 3,26079,29.8,5963.3605
10378,TN,Shelby,4 to 5,19892,22.73,11908.035
10379,TN,Shelby,6+,15104,17.26,34452.2227
10380,TN,Smith,0 to 1,704,28.1,2073.2202
10381,TN,Smith,2 to 3,671,26.79,4567.1489
10382,TN,Smith,4 to 5,584,23.31,10162.6029
10383,TN,Smith,6+,546,21.8,30106.7371
10384,TN,Stewart,0 to 1,772,31.41,1926.0426
10385,TN,Stewart,2 to 3,670,27.26,6303.8181
10386,TN,Stewart,4 to 5,553,22.5,10675.1058
10387,TN,Stewart,6+,463,18.84,30859.43
10388,TN,Sullivan,0 to 1,4528,29.33,1870.752
10389,TN,Sullivan,2 to 3,4372,28.32,5069.3204
10390,TN,Sullivan,4 to 5,3668,23.76,9542.2181
10391,TN,Sullivan,6+,2870,18.59,27552.7917
10392,TN,Sumner,0 to 1,4440,26.83,2100.7901
10393,TN,Sumner,2 to 3,4714,28.49,5714.7114
10394,TN,Sumner,4 to 5,4071,24.6,10662.2808
10395,TN,Sumner,6+,3323,20.08,27982.7904
10396,TN,Tipton,0 to 1,2046,27.28,2242.3977
10397,TN,Tipton,2 to 3,2112,28.16,5414.2593
10398,TN,Tipton,4 to 5,1838,24.51,10133.7838
10399,TN,Tipton,6+,1504,20.05,30679.0352
10400,TN,Trousdale,0 to 1,206,20.56,1259.7614
10401,TN,Trousdale,2 to 3,304,30.34,4761.0807
10402,TN,Trousdale,4 to 5,243,24.25,9784.4612
10403,TN,Trousdale,6+,249,24.85,34668.3905
10404,TN,Unicoi,0 to 1,752,32.74,1523.1397
10405,TN,Unicoi,2 to 3,627,27.3,4939.2156
10406,TN,Unicoi,4 to 5,455,19.81,11256.0255
10407,TN,Unicoi,6+,463,20.16,30142.2297
10408,TN,Union,0 to 1,533,30.28,1736.2308
10409,TN,Union,2 to 3,502,28.52,4804.1219
10410,TN,Union,4 to 5,424,24.09,10429.5425
10411,TN,Union,6+,301,17.1,26080.7695
10416,TN,Van Buren,0 to 1,287,24.76,1321.2101
10417,TN,Van Buren,2 to 3,318,27.44,5551.6376
10418,TN,Van Buren,4 to 5,284,24.5,9059.9456
10419,TN,Van Buren,6+,270,23.3,24667.1584
10420,TN,Warren,0 to 1,1471,24.04,2063.064
10421,TN,Warren,2 to 3,1624,26.54,5170.0766
10422,TN,Warren,4 to 5,1569,25.64,8822.21
10423,TN,Warren,6+,1456,23.79,26359.9743
10424,TN,Washington,0 to 1,3776,29.34,1878.6135
10425,TN,Washington,2 to 3,3585,27.86,4731.1024
10426,TN,Washington,4 to 5,2929,22.76,9789.1766
10427,TN,Washington,6+,2578,20.03,26853.2061
10428,TN,Wayne,0 to 1,697,27.46,2223.63
10429,TN,Wayne,2 to 3,763,30.06,5958.9581
10430,TN,Wayne,4 to 5,596,23.48,10386.2466
10431,TN,Wayne,6+,482,18.99,30880.9198
10432,TN,Weakley,0 to 1,1284,24.73,2302.3729
10433,TN,Weakley,2 to 3,1455,28.02,5355.5094
10434,TN,Weakley,4 to 5,1289,24.83,9752.4717
10435,TN,Weakley,6+,1164,22.42,29356.6146
10436,TN,White,0 to 1,1182,25.52,1730.0195
10437,TN,White,2 to 3,1283,27.7,5340.8584
10438,TN,White,4 to 5,1122,24.23,8532.7604
10439,TN,White,6+,1044,22.54,24355.798
10440,TN,Williamson,0 to 1,6732,37.33,2656.7841
10441,TN,Williamson,2 to 3,5649,31.32,6428.7165
10442,TN,Williamson,4 to 5,3441,19.08,12052.4038
10443,TN,Williamson,6+,2212,12.27,30354.2747
10444,TN,Wilson,0 to 1,4042,29.36,2058.4928
10445,TN,Wilson,2 to 3,4021,29.21,5865.0865
10446,TN,Wilson,4 to 5,3240,23.54,10809.116
10447,TN,Wilson,6+,2462,17.89,29215.9007
10452,TX,Anderson,0 to 1,1951,29.92,1869.0679
10453,TX,Anderson,2 to 3,1841,28.24,6206.0488
10454,TX,Anderson,4 to 5,1432,21.96,11664.1243
10455,TX,Anderson,6+,1296,19.88,33446.3522
10456,TX,Andrews,0 to 1,418,31.12,2017.3559
10457,TX,Andrews,2 to 3,344,25.61,5272.5746
10458,TX,Andrews,4 to 5,324,24.13,11527.0703
10459,TX,Andrews,6+,257,19.14,28217.03
10460,TX,Angelina,0 to 1,2692,24.76,1813.2552
10461,TX,Angelina,2 to 3,2984,27.44,5685.729
10462,TX,Angelina,4 to 5,2634,24.23,10723.2649
10463,TX,Angelina,6+,2563,23.57,29962.9186
10464,TX,Aransas,0 to 1,1052,28.15,1572.2172
10465,TX,Aransas,2 to 3,1132,30.29,5195.6173
10466,TX,Aransas,4 to 5,856,22.91,9382.3651
10467,TX,Aransas,6+,697,18.65,29479.6188
10468,TX,Archer,0 to 1,396,27.58,2495.1553
10469,TX,Archer,2 to 3,392,27.3,6669.0463
10470,TX,Archer,4 to 5,343,23.89,10787.4212
10471,TX,Archer,6+,305,21.24,35432.121
10472,TX,Armstrong,0 to 1,107,32.23,2326.1121
10473,TX,Armstrong,2 to 3,96,28.92,7277.3346
10474,TX,Armstrong,4 to 5,66,19.88,8862.9991
10475,TX,Armstrong,6+,63,18.98,29597.0937
10476,TX,Atascosa,0 to 1,1181,30.53,1850.4201
10477,TX,Atascosa,2 to 3,1006,26.01,6044.8662
10478,TX,Atascosa,4 to 5,865,22.36,10177.9129
10479,TX,Atascosa,6+,816,21.1,31640.3163
10480,TX,Austin,0 to 1,1206,30.54,1793.7354
10481,TX,Austin,2 to 3,1261,31.93,5360.9613
10482,TX,Austin,4 to 5,840,21.27,11917.8832
10483,TX,Austin,6+,642,16.26,33800.0641
10484,TX,Bailey,0 to 1,275,31.98,2274.4903
10485,TX,Bailey,2 to 3,245,28.49,6267.9085
10486,TX,Bailey,4 to 5,177,20.58,10317.3577
10487,TX,Bailey,6+,163,18.95,36452.4182
10488,TX,Bandera,0 to 1,1290,32.53,1544.1484
10489,TX,Bandera,2 to 3,1160,29.26,5384.1324
10490,TX,Bandera,4 to 5,868,21.89,9938.0534
10491,TX,Bandera,6+,647,16.32,24745.5719
10492,TX,Bastrop,0 to 1,3015,34.04,1712.5935
10493,TX,Bastrop,2 to 3,2375,26.82,6473.431
10494,TX,Bastrop,4 to 5,1865,21.06,11551.4765
10495,TX,Bastrop,6+,1601,18.08,33452.3179
10496,TX,Baylor,0 to 1,255,32.69,1682.4528
10497,TX,Baylor,2 to 3,211,27.05,6816.0968
10498,TX,Baylor,4 to 5,142,18.21,13408.682
10499,TX,Baylor,6+,172,22.05,37283.7026
10500,TX,Bee,0 to 1,615,25.72,1551.1557
10501,TX,Bee,2 to 3,632,26.43,6532.2074
10502,TX,Bee,4 to 5,552,23.09,13001.1299
10503,TX,Bee,6+,592,24.76,36040.3367
10504,TX,Bell,0 to 1,10297,35.58,1488.1401
10505,TX,Bell,2 to 3,7247,25.04,5477.2247
10506,TX,Bell,4 to 5,6094,21.06,10528.6562
10507,TX,Bell,6+,5300,18.32,30960.2886
10508,TX,Bexar,0 to 1,43272,33.24,1772.7456
10509,TX,Bexar,2 to 3,33428,25.68,5999.3521
10510,TX,Bexar,4 to 5,29771,22.87,11172.3496
10511,TX,Bexar,6+,23705,18.21,32121.9244
10512,TX,Blanco,0 to 1,766,37.68,1995.7187
10513,TX,Blanco,2 to 3,619,30.45,6484.5309
10514,TX,Blanco,4 to 5,408,20.07,11255.7309
10515,TX,Blanco,6+,240,11.81,30803.3823
10516,TX,Borden,0 to 1,31,30.69,7197.8197
10517,TX,Borden,2 to 3,24,23.76,6512.7529
10518,TX,Borden,4 to 5,32,31.68,10187.8972
10519,TX,Borden,6+,14,13.86,25707.0786
10520,TX,Bosque,0 to 1,1001,34.61,1796.5536
10521,TX,Bosque,2 to 3,806,27.87,5370.8939
10522,TX,Bosque,4 to 5,620,21.44,11738.0771
10523,TX,Bosque,6+,465,16.08,29945.4779
10524,TX,Bowie,0 to 1,3664,28.41,2184.9739
10525,TX,Bowie,2 to 3,3521,27.3,5557.6112
10526,TX,Bowie,4 to 5,2913,22.59,11616.3379
10527,TX,Bowie,6+,2798,21.7,33793.0328
10528,TX,Brazoria,0 to 1,7549,30.41,1988.5495
10529,TX,Brazoria,2 to 3,6683,26.92,6096.5084
10530,TX,Brazoria,4 to 5,5657,22.79,11528.9314
10531,TX,Brazoria,6+,4934,19.88,36658.1587
10532,TX,Brazos,0 to 1,4557,30.25,2171.6734
10533,TX,Brazos,2 to 3,4330,28.75,6122.021
10534,TX,Brazos,4 to 5,3359,22.3,12343.3091
10535,TX,Brazos,6+,2817,18.7,33867.6584
10536,TX,Brewster,0 to 1,704,51.73,1457.4452
10537,TX,Brewster,2 to 3,341,25.06,5176.4239
10538,TX,Brewster,4 to 5,198,14.55,10782.7411
10539,TX,Brewster,6+,118,8.67,35083.9565
10540,TX,Briscoe,0 to 1,100,32.89,2570.2072
10541,TX,Briscoe,2 to 3,74,24.34,5322.9377
10542,TX,Briscoe,4 to 5,67,22.04,8729.6566
10543,TX,Briscoe,6+,63,20.72,32192.7957
10544,TX,Brooks,0 to 1,197,21.99,1015.5688
10545,TX,Brooks,2 to 3,188,20.98,4991.9099
10546,TX,Brooks,4 to 5,212,23.66,9170.608
10547,TX,Brooks,6+,299,33.37,36572.4716
10548,TX,Brown,0 to 1,1971,30.62,1571.7718
10549,TX,Brown,2 to 3,1814,28.19,6799.2761
10550,TX,Brown,4 to 5,1460,22.68,13681.2944
10551,TX,Brown,6+,1191,18.51,28929.8591
10552,TX,Burleson,0 to 1,963,35.11,2020.0835
10553,TX,Burleson,2 to 3,735,26.8,7268.4739
10554,TX,Burleson,4 to 5,546,19.91,12380.8728
10555,TX,Burleson,6+,499,18.19,38426.7129
10556,TX,Burnet,0 to 1,2618,33.07,2184.3271
10557,TX,Burnet,2 to 3,2320,29.3,5942.7075
10558,TX,Burnet,4 to 5,1642,20.74,12255.0573
10559,TX,Burnet,6+,1337,16.89,31102.4062
10560,TX,Caldwell,0 to 1,1254,28.85,1647.7026
10561,TX,Caldwell,2 to 3,1183,27.22,5993.2358
10562,TX,Caldwell,4 to 5,982,22.6,12259.5239
10563,TX,Caldwell,6+,927,21.33,35343.151
10564,TX,Calhoun,0 to 1,826,27.51,1455.2719
10565,TX,Calhoun,2 to 3,849,28.28,5231.0953
10566,TX,Calhoun,4 to 5,725,24.15,11191.165
10567,TX,Calhoun,6+,602,20.05,37954.1351
10568,TX,Callahan,0 to 1,621,28.84,1857.3343
10569,TX,Callahan,2 to 3,573,26.61,5180.8927
10570,TX,Callahan,4 to 5,483,22.43,11814.0131
10571,TX,Callahan,6+,476,22.11,32860.9893
10572,TX,Cameron,0 to 1,6999,25.17,1468.9375
10573,TX,Cameron,2 to 3,5915,21.27,5226.0732
10574,TX,Cameron,4 to 5,7004,25.19,9755.2767
10575,TX,Cameron,6+,7888,28.37,29590.3868
10576,TX,Camp,0 to 1,612,34.75,2339.605
10577,TX,Camp,2 to 3,481,27.31,6580.8641
10578,TX,Camp,4 to 5,356,20.22,11643.8503
10579,TX,Camp,6+,312,17.72,36328.1071
10580,TX,Carson,0 to 1,236,30.57,1875.4425
10581,TX,Carson,2 to 3,200,25.91,6963.6206
10582,TX,Carson,4 to 5,184,23.83,10497.3982
10583,TX,Carson,6+,152,19.69,31429.9178
10584,TX,Cass,0 to 1,1493,30.65,1824.9044
10585,TX,Cass,2 to 3,1352,27.76,6312.2466
10586,TX,Cass,4 to 5,1077,22.11,13084.2963
10587,TX,Cass,6+,949,19.48,32101.8866
10588,TX,Castro,0 to 1,306,34.65,2331.8768
10589,TX,Castro,2 to 3,231,26.16,8172.2909
10590,TX,Castro,4 to 5,215,24.35,12545.2492
10591,TX,Castro,6+,131,14.84,42464.8424
10592,TX,Chambers,0 to 1,1070,30.68,1632.2058
10593,TX,Chambers,2 to 3,992,28.44,6245.0306
10594,TX,Chambers,4 to 5,725,20.79,13447.7975
10595,TX,Chambers,6+,701,20.1,36096.3121
10596,TX,Cherokee,0 to 1,1898,29.85,1790.3242
10597,TX,Cherokee,2 to 3,1836,28.87,6292.8418
10598,TX,Cherokee,4 to 5,1405,22.09,12719.8616
10599,TX,Cherokee,6+,1220,19.19,32806.105
10600,TX,Childress,0 to 1,382,42.3,2093.111
10601,TX,Childress,2 to 3,238,26.36,8106.4831
10602,TX,Childress,4 to 5,158,17.5,14762.0178
10603,TX,Childress,6+,125,13.84,33165.6416
10604,TX,Clay,0 to 1,504,26.74,2070.3634
10605,TX,Clay,2 to 3,527,27.96,7347.4475
10606,TX,Clay,4 to 5,425,22.55,11502.3962
10607,TX,Clay,6+,429,22.76,31202.7875
10608,TX,Cochran,0 to 1,111,30.08,1307.8875
10609,TX,Cochran,2 to 3,110,29.81,5610.0225
10610,TX,Cochran,4 to 5,80,21.68,14396.3323
10611,TX,Cochran,6+,68,18.43,39745.3229
10612,TX,Coke,0 to 1,180,29.22,3984.7089
10613,TX,Coke,2 to 3,142,23.05,6185.1894
10614,TX,Coke,4 to 5,149,24.19,10938.0642
10615,TX,Coke,6+,145,23.54,29251.336
10616,TX,Coleman,0 to 1,690,37.22,1710.3142
10617,TX,Coleman,2 to 3,496,26.75,5919.3127
10618,TX,Coleman,4 to 5,366,19.74,15362.9972
10619,TX,Coleman,6+,302,16.29,40156.8506
10620,TX,Collin,0 to 1,18948,28.28,2280.9238
10621,TX,Collin,2 to 3,20233,30.2,6380.7919
10622,TX,Collin,4 to 5,15869,23.69,11993.2849
10623,TX,Collin,6+,11948,17.83,34221.2723
10624,TX,Collingsworth,0 to 1,185,36.93,1318.7793
10625,TX,Collingsworth,2 to 3,120,23.95,8150.0118
10626,TX,Collingsworth,4 to 5,97,19.36,18553.8705
10627,TX,Collingsworth,6+,99,19.76,50137.6947
10628,TX,Colorado,0 to 1,1153,29.98,1680.7086
10629,TX,Colorado,2 to 3,1128,29.33,6090.5012
10630,TX,Colorado,4 to 5,826,21.48,13248.4196
10631,TX,Colorado,6+,739,19.21,37532.2168
10632,TX,Comal,0 to 1,6666,33.83,2208.1485
10633,TX,Comal,2 to 3,5622,28.53,6095.5214
10634,TX,Comal,4 to 5,4357,22.11,11868.5673
10635,TX,Comal,6+,3060,15.53,31391.5795
10636,TX,Comanche,0 to 1,933,36.46,1713.0447
10637,TX,Comanche,2 to 3,731,28.57,5796.4436
10638,TX,Comanche,4 to 5,483,18.87,14278.5783
10639,TX,Comanche,6+,412,16.1,33771.0426
10640,TX,Concho,0 to 1,150,30.18,3031.7605
10641,TX,Concho,2 to 3,136,27.36,6538.7639
10642,TX,Concho,4 to 5,105,21.13,15329.9974
10643,TX,Concho,6+,106,21.33,30514.5019
10644,TX,Cooke,0 to 1,1647,30.65,1956.8377
10645,TX,Cooke,2 to 3,1613,30.01,6157.2767
10646,TX,Cooke,4 to 5,1176,21.88,13757.2171
10647,TX,Cooke,6+,938,17.45,35849.9189
10648,TX,Coryell,0 to 1,2140,32.92,1757.0852
10649,TX,Coryell,2 to 3,1633,25.12,5519.1241
10650,TX,Coryell,4 to 5,1452,22.34,10891.7645
10651,TX,Coryell,6+,1276,19.63,28314.9499
10652,TX,Cottle,0 to 1,124,43.51,2467.024
10653,TX,Cottle,2 to 3,68,23.86,7044.4668
10654,TX,Cottle,4 to 5,54,18.95,13702.7361
10655,TX,Cottle,6+,39,13.68,29047.4895
10656,TX,Crane,0 to 1,134,33.0,1530.3963
10657,TX,Crane,2 to 3,89,21.92,8903.224
10658,TX,Crane,4 to 5,98,24.14,18576.1343
10659,TX,Crane,6+,85,20.94,41012.5364
10660,TX,Crockett,0 to 1,181,36.79,2630.0031
10661,TX,Crockett,2 to 3,122,24.8,4970.6491
10662,TX,Crockett,4 to 5,94,19.11,10869.0028
10663,TX,Crockett,6+,95,19.31,33838.4402
10664,TX,Crosby,0 to 1,234,30.43,1807.2494
10665,TX,Crosby,2 to 3,197,25.62,7367.4488
10666,TX,Crosby,4 to 5,182,23.67,16322.3427
10667,TX,Crosby,6+,156,20.29,31041.0422
10668,TX,Culberson,0 to 1,121,33.89,1557.8838
10669,TX,Culberson,2 to 3,109,30.53,8090.418
10670,TX,Culberson,4 to 5,82,22.97,21360.1898
10671,TX,Culberson,6+,45,12.61,52754.95
10672,TX,Dallam,0 to 1,261,38.27,1454.0708
10673,TX,Dallam,2 to 3,190,27.86,6912.7716
10674,TX,Dallam,4 to 5,128,18.77,12922.9588
10675,TX,Dallam,6+,103,15.1,37978.427
10676,TX,Dallas,0 to 1,47248,29.62,1979.9705
10677,TX,Dallas,2 to 3,43528,27.29,6354.3801
10678,TX,Dallas,4 to 5,36044,22.6,12390.9303
10679,TX,Dallas,6+,32699,20.5,34727.526
10680,TX,Dawson,0 to 1,483,30.02,1896.0931
10681,TX,Dawson,2 to 3,459,28.53,5957.2386
10682,TX,Dawson,4 to 5,360,22.37,12312.1777
10683,TX,Dawson,6+,307,19.08,33466.3503
10684,TX,DeWitt,0 to 1,931,28.42,1733.5159
10685,TX,DeWitt,2 to 3,936,28.57,6110.0694
10686,TX,DeWitt,4 to 5,712,21.73,13275.0015
10687,TX,DeWitt,6+,697,21.28,33415.2519
10688,TX,Deaf Smith,0 to 1,589,31.53,1757.3185
10689,TX,Deaf Smith,2 to 3,538,28.8,6115.1473
10690,TX,Deaf Smith,4 to 5,434,23.23,11661.8927
10691,TX,Deaf Smith,6+,307,16.43,29162.3732
10692,TX,Delta,0 to 1,283,30.17,1853.2914
10693,TX,Delta,2 to 3,236,25.16,7339.2241
10694,TX,Delta,4 to 5,217,23.13,12684.9107
10695,TX,Delta,6+,202,21.54,33718.0101
10696,TX,Denton,0 to 1,15539,29.45,2247.5957
10697,TX,Denton,2 to 3,15792,29.93,6270.6316
10698,TX,Denton,4 to 5,12174,23.07,12154.8564
10699,TX,Denton,6+,9265,17.56,32981.7412
10700,TX,Dickens,0 to 1,116,31.96,1803.2162
10701,TX,Dickens,2 to 3,95,26.17,5822.1
10702,TX,Dickens,4 to 5,79,21.76,13309.0882
10703,TX,Dickens,6+,73,20.11,31166.7552
10704,TX,Dimmit,0 to 1,269,25.43,1600.5713
10705,TX,Dimmit,2 to 3,255,24.1,5019.0724
10706,TX,Dimmit,4 to 5,262,24.76,12744.3652
10707,TX,Dimmit,6+,272,25.71,35535.9058
10708,TX,Donley,0 to 1,195,31.35,2278.4695
10709,TX,Donley,2 to 3,174,27.97,5235.569
10710,TX,Donley,4 to 5,128,20.58,12134.1777
10711,TX,Donley,6+,125,20.1,30829.0006
10712,TX,Duval,0 to 1,268,20.18,1509.7341
10713,TX,Duval,2 to 3,308,23.19,8557.9406
10714,TX,Duval,4 to 5,342,25.75,13325.74
10715,TX,Duval,6+,410,30.87,37037.4906
10716,TX,Eastland,0 to 1,1064,34.91,1669.6324
10717,TX,Eastland,2 to 3,845,27.72,6362.4944
10718,TX,Eastland,4 to 5,604,19.82,14618.3205
10719,TX,Eastland,6+,535,17.55,35593.3827
10720,TX,Ector,0 to 1,4125,33.26,1574.2755
10721,TX,Ector,2 to 3,3120,25.16,5241.1827
10722,TX,Ector,4 to 5,2734,22.04,11425.1448
